Plant species,Latitude,Longitude
Hedera helix,48.45,9.48
Hedera helix,51.1,10.4
Hedera helix,48.49,9.41
Hedera helix,52.92,13.86
Hedera helix,53.06,13.94
Hedera helix,48.49,9.41
Hedera helix,48.5,9.4
Hedera helix,48.45,9.47
Hedera helix,52.88,13.89
Hedera helix,52.93,13.87
Ranunculus repens,48.39,9.26
Ranunculus repens,48.42,9.34
Deschampsia cespitosa,51.19,10.3
Deschampsia cespitosa,51.19,10.3
Deschampsia cespitosa,51.2,10.32
Deschampsia cespitosa,51.2,10.32
Deschampsia cespitosa,48.37,9.23
Deschampsia cespitosa,48.43,9.42
Ranunculus repens,51.06,10.47
Ranunculus repens,48.4,9.49
Ranunculus repens,48.48,9.48
Ranunculus repens,48.39,9.49
Ranunculus repens,48.46,9.45
Ranunculus repens,51.2,10.34
Ranunculus repens,48.39,9.45
Ranunculus repens,51.18,10.38
Ranunculus repens,48.48,9.51
Ranunculus repens,51.12,10.37
Ranunculus repens,51.05,10.5
Ranunculus repens,51.12,10.36
Ranunculus repens,48.39,9.44
Ranunculus repens,48.48,9.48
Ranunculus repens,48.46,9.45
Ranunculus repens,51.05,10.49
Ranunculus repens,48.46,9.44
Ranunculus repens,48.38,9.38
Ranunculus repens,48.42,9.42
Ranunculus repens,48.38,9.34
Ranunculus repens,48.37,9.42
Ranunculus repens,48.39,9.36
Ranunculus repens,48.48,9.49
Ranunculus repens,48.39,9.26
Ranunculus repens,48.48,9.49
Ranunculus repens,48.43,9.42
Ranunculus repens,48.44,9.47
Ranunculus repens,48.38,9.39
Ranunculus repens,51.12,10.37
Ranunculus repens,48.39,9.45
Ranunculus repens,48.4,9.45
Ranunculus repens,51.18,10.37
Ranunculus repens,48.44,9.47
Ranunculus repens,51.2,10.34
Ranunculus repens,48.38,9.35
Deschampsia cespitosa,51.18,10.38
Deschampsia cespitosa,51.21,10.39
Ranunculus repens,48.38,9.34
Deschampsia cespitosa,51.21,10.39
Ranunculus repens,48.39,9.26
Deschampsia cespitosa,51.2,10.39
Deschampsia cespitosa,51.19,10.3
Deschampsia cespitosa,51.2,10.39
Ranunculus repens,48.37,9.4
Ranunculus repens,48.41,9.37
Ranunculus repens,48.4,9.47
Ranunculus repens,48.38,9.26
Ranunculus repens,48.38,9.4
Ranunculus repens,48.39,9.34
Deschampsia cespitosa,51.19,10.39
Deschampsia cespitosa,51.27,10.22
Deschampsia cespitosa,51.21,10.38
Deschampsia cespitosa,51.27,10.21
Ranunculus repens,48.39,9.44
Deschampsia cespitosa,51.27,10.21
Deschampsia cespitosa,51.11,10.37
Ranunculus repens,48.39,9.36
Deschampsia cespitosa,51.19,10.38
Ranunculus repens,48.39,9.26
Ranunculus repens,48.45,9.42
Deschampsia cespitosa,51.27,10.21
Deschampsia cespitosa,51.2,10.34
Deschampsia cespitosa,51.2,10.39
Deschampsia cespitosa,51.19,10.3
Deschampsia cespitosa,51.19,10.38
Ranunculus repens,48.43,9.42
Ranunculus repens,48.41,9.35
Ranunculus repens,48.47,9.43
Ranunculus repens,48.39,9.44
Ranunculus repens,51.2,10.32
Ranunculus repens,48.4,9.44
Deschampsia cespitosa,51.18,10.38
Deschampsia cespitosa,51.12,10.36
Ranunculus repens,48.39,9.34
Ranunculus repens,48.39,9.44
Ranunculus repens,48.38,9.34
Ranunculus repens,48.43,9.34
Ranunculus repens,48.38,9.4
Ranunculus repens,48.39,9.26
Ranunculus repens,48.48,9.33
Ranunculus repens,48.37,9.31
Deschampsia cespitosa,51.19,10.38
Deschampsia cespitosa,51.13,10.37
Ranunculus repens,48.4,9.35
Ranunculus repens,48.38,9.35
Ranunculus repens,48.37,9.31
Ranunculus repens,48.39,9.44
Ranunculus repens,48.37,9.34
Ranunculus repens,48.38,9.22
Ranunculus repens,48.39,9.34
Ranunculus repens,48.42,9.34
Ranunculus repens,48.39,9.33
Deschampsia cespitosa,51.2,10.34
Deschampsia cespitosa,51.2,10.34
Deschampsia cespitosa,51.19,10.36
Ranunculus repens,48.37,9.22
Ranunculus repens,48.36,9.26
Deschampsia cespitosa,48.48,9.32
Deschampsia cespitosa,51.18,10.38
Deschampsia cespitosa,51.2,10.32
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.19,10.31
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.2,10.31
Ranunculus repens,48.37,9.25
Ranunculus repens,48.41,9.35
Deschampsia cespitosa,51.19,10.38
Deschampsia cespitosa,51.2,10.32
Deschampsia cespitosa,51.2,10.34
Deschampsia cespitosa,51.19,10.31
Deschampsia cespitosa,51.19,10.38
Deschampsia cespitosa,51.2,10.34
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.19,10.37
Deschampsia cespitosa,51.18,10.37
Deschampsia cespitosa,51.18,10.38
Deschampsia cespitosa,51.2,10.34
Deschampsia cespitosa,48.49,9.31
Deschampsia cespitosa,51.18,10.38
Deschampsia cespitosa,51.18,10.37
Deschampsia cespitosa,51.2,10.34
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.26,10.24
Deschampsia cespitosa,51.18,10.38
Deschampsia cespitosa,51.18,10.37
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.28,10.23
Deschampsia cespitosa,51.18,10.38
Deschampsia cespitosa,51.18,10.38
Deschampsia cespitosa,51.2,10.39
Deschampsia cespitosa,51.18,10.38
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.19,10.31
Deschampsia cespitosa,48.48,9.48
Deschampsia cespitosa,51.2,10.32
Deschampsia cespitosa,48.48,9.49
Deschampsia cespitosa,48.39,9.44
Deschampsia cespitosa,48.39,9.44
Deschampsia cespitosa,51.19,10.3
Deschampsia cespitosa,51.19,10.3
Deschampsia cespitosa,51.2,10.32
Deschampsia cespitosa,48.43,9.42
Deschampsia cespitosa,48.48,9.49
Deschampsia cespitosa,48.39,9.44
Deschampsia cespitosa,51.19,10.31
Deschampsia cespitosa,51.2,10.34
Deschampsia cespitosa,51.19,10.32
Deschampsia cespitosa,51.19,10.32
Deschampsia cespitosa,51.19,10.3
Deschampsia cespitosa,51.19,10.36
Deschampsia cespitosa,51.2,10.32
Deschampsia cespitosa,51.19,10.31
Deschampsia cespitosa,48.37,9.25
Deschampsia cespitosa,51.18,10.37
Deschampsia cespitosa,51.2,10.32
Hedera helix,51.13,10.38
Hedera helix,51.13,10.38
Hedera helix,51.13,10.37
Hedera helix,51.15,10.37
Hedera helix,51.14,10.38
Hedera helix,51.13,10.37
Hedera helix,51.15,10.38
Hedera helix,51.08,10.5
Hedera helix,51.14,10.38
Hedera helix,51.13,10.39
Hedera helix,51.08,10.5
Hedera helix,51.15,10.37
Hedera helix,51.15,10.37
Hedera helix,51.13,10.38
Hedera helix,51.15,10.37
Hedera helix,51.15,10.37
Hedera helix,51.14,10.38
Hedera helix,51.13,10.38
Hedera helix,51.15,10.38
Hedera helix,51.13,10.39
Hedera helix,51.15,10.38
Hedera helix,51.33,10.37
Hedera helix,51.09,10.46
Hedera helix,51.14,10.38
Hedera helix,51.33,10.37
Hedera helix,51.14,10.38
Hedera helix,51.13,10.39
Hedera helix,51.14,10.39
Hedera helix,51.33,10.36
Hedera helix,51.14,10.39
Hedera helix,51.08,10.5
Hedera helix,51.14,10.39
Hedera helix,51.33,10.36
Hedera helix,51.33,10.37
Hedera helix,51.34,10.37
Hedera helix,51.09,10.46
Hedera helix,51.14,10.39
Hedera helix,51.14,10.38
Hedera helix,51.09,10.45
Hedera helix,51.33,10.37
Hedera helix,51.14,10.37
Hedera helix,51.14,10.39
Hedera helix,51.15,10.38
Hedera helix,51.13,10.38
Hedera helix,51.15,10.37
Hedera helix,51.13,10.39
Hedera helix,51.13,10.39
Hedera helix,51.13,10.39
Hedera helix,51.09,10.45
Hedera helix,51.09,10.46
Hedera helix,51.08,10.5
Hedera helix,51.33,10.37
Hedera helix,51.13,10.38
Hedera helix,51.14,10.38
Hedera helix,51.08,10.5
Hedera helix,51.15,10.38
Hedera helix,51.15,10.38
Hedera helix,51.14,10.38
Hedera helix,51.14,10.38
Hedera helix,51.34,10.36
Hedera helix,51.19,10.32
Hedera helix,51.34,10.37
Hedera helix,51.14,10.39
Hedera helix,51.19,10.36
Hedera helix,51.33,10.36
Hedera helix,51.09,10.46
Hedera helix,51.14,10.39
Hedera helix,51.28,10.2
Hedera helix,51.19,10.36
Hedera helix,48.39,9.49
Hedera helix,51.19,10.3
Hedera helix,51.18,10.38
Hedera helix,51.2,10.34
Hedera helix,51.28,10.21
Hedera helix,51.21,10.39
Hedera helix,51.2,10.32
Hedera helix,51.19,10.3
Hedera helix,48.48,9.41
Hedera helix,51.19,10.36
Hedera helix,48.44,9.47
Hedera helix,51.18,10.37
Hedera helix,51.19,10.3
Hedera helix,51.2,10.34
Hedera helix,51.19,10.3
Hedera helix,51.19,10.36
Hedera helix,51.19,10.36
Hedera helix,51.2,10.32
Hedera helix,51.18,10.37
Hedera helix,51.19,10.36
Hedera helix,51.18,10.38
Hedera helix,51.27,10.21
Hedera helix,51.27,10.21
Hedera helix,51.12,10.36
Hedera helix,51.12,10.37
Hedera helix,51.12,10.37
Hedera helix,51.21,10.39
Hedera helix,51.12,10.36
Hedera helix,48.4,9.49
Hedera helix,51.28,10.21
Hedera helix,51.19,10.36
Hedera helix,51.12,10.36
Hedera helix,51.21,10.39
Hedera helix,51.12,10.36
Hedera helix,51.19,10.36
Hedera helix,51.19,10.38
Hedera helix,51.2,10.32
Hedera helix,51.12,10.36
Hedera helix,48.44,9.48
Hedera helix,52.89,13.91
Hedera helix,48.44,9.48
Hedera helix,51.18,10.37
Hedera helix,48.5,9.39
Hedera helix,53.06,13.92
Hedera helix,51.19,10.31
Hedera helix,51.19,10.3
Hedera helix,52.88,13.89
Hedera helix,51.21,10.39
Hedera helix,48.48,9.36
Hedera helix,52.9,13.85
Hedera helix,52.93,13.85
Hedera helix,51.19,10.3
Hedera helix,48.5,9.39
Hedera helix,48.44,9.48
Hedera helix,48.45,9.44
Hedera helix,51.08,10.5
Hedera helix,51.19,10.3
Hedera helix,48.44,9.48
Hedera helix,51.19,10.31
Hedera helix,51.2,10.32
Hedera helix,48.44,9.47
Hedera helix,48.5,9.39
Hedera helix,51.18,10.37
Hedera helix,48.39,9.49
Hedera helix,48.44,9.47
Hedera helix,48.48,9.41
Hedera helix,51.2,10.34
Hedera helix,51.2,10.3
Hedera helix,51.2,10.32
Hedera helix,48.4,9.49
Hedera helix,51.19,10.3
Hedera helix,51.2,10.32
Hedera helix,51.19,10.3
Hedera helix,51.2,10.32
Hedera helix,51.11,10.45
Hedera helix,48.47,9.43
Hedera helix,52.97,13.73
Hedera helix,48.48,9.32
Hedera helix,53.04,13.79
Hedera helix,53.01,13.87
Hedera helix,51.1,10.46
Hedera helix,53.06,13.94
Hedera helix,48.48,9.36
Hedera helix,51.21,10.38
Hedera helix,51.19,10.31
Hedera helix,51.34,10.36
Hedera helix,51.08,10.5
Hedera helix,51.06,10.47
Hedera helix,51.33,10.37
Hedera helix,51.34,10.36
Hedera helix,51.33,10.36
Hedera helix,51.33,10.36
Hedera helix,51.33,10.36
Hedera helix,51.34,10.37
Hedera helix,51.34,10.37
Hedera helix,51.33,10.37
Hedera helix,51.19,10.36
Hedera helix,51.05,10.48
Hedera helix,51.33,10.35
Hedera helix,51.19,10.33
Hedera helix,51.34,10.36
Hedera helix,51.33,10.36
Hedera helix,51.33,10.36
Hedera helix,51.09,10.46
Hedera helix,51.05,10.47
Hedera helix,51.2,10.31
Hedera helix,51.11,10.37
Hedera helix,51.05,10.46
Hedera helix,51.05,10.47
Hedera helix,51.2,10.31
Hedera helix,51.33,10.36
Hedera helix,51.33,10.37
Hedera helix,51.05,10.46
Hedera helix,51.05,10.48
Hedera helix,51.06,10.47
Hedera helix,51.06,10.47
Hedera helix,51.06,10.47
Hedera helix,51.11,10.37
Hedera helix,51.06,10.47
Hedera helix,51.05,10.48
Hedera helix,51.37,10.26
Hedera helix,51.06,10.47
Hedera helix,51.12,10.36
Hedera helix,51.05,10.47
Hedera helix,51.19,10.33
Hedera helix,51.34,10.36
Hedera helix,51.33,10.36
Hedera helix,51.19,10.32
Hedera helix,51.34,10.36
Hedera helix,51.33,10.36
Hedera helix,51.34,10.36
Hedera helix,51.05,10.47
Hedera helix,51.05,10.47
Hedera helix,51.33,10.36
Hedera helix,51.05,10.47
Hedera helix,51.33,10.37
Hedera helix,51.12,10.37
Hedera helix,51.12,10.37
Hedera helix,51.04,10.47
Hedera helix,51.05,10.48
Hedera helix,51.19,10.36
Hedera helix,51.19,10.36
Hedera helix,51.05,10.47
Hedera helix,51.05,10.47
Hedera helix,51.33,10.36
Hedera helix,51.12,10.37
Hedera helix,51.2,10.31
Hedera helix,51.12,10.36
Hedera helix,51.2,10.32
Hedera helix,51.18,10.38
Hedera helix,51.19,10.3
Hedera helix,51.27,10.21
Hedera helix,51.2,10.39
Hedera helix,51.19,10.36
Hedera helix,51.27,10.25
Hedera helix,51.05,10.47
Hedera helix,51.13,10.36
Hedera helix,51.26,10.22
Hedera helix,51.2,10.39
Hedera helix,51.12,10.36
Hedera helix,51.2,10.39
Hedera helix,51.19,10.36
Hedera helix,51.12,10.36
Hedera helix,51.12,10.37
Hedera helix,51.12,10.37
Hedera helix,51.12,10.36
Hedera helix,51.12,10.36
Hedera helix,51.27,10.21
Hedera helix,51.13,10.37
Hedera helix,51.12,10.36
Hedera helix,51.04,10.47
Hedera helix,51.06,10.47
Hedera helix,51.12,10.37
Hedera helix,51.12,10.37
Phalaris arundinacea,53.02,13.84
Phleum pratense,48.36,9.26
Acer carpinifolium,37.652222,140.890861
Acer palmatum,42.433528,142.489722
Parthenocissus tricuspidata,37.592944,140.323139
Acer palmatum,36.233056,136.785306
Acer palmatum,37.582472,140.324778
Ulmus davidiana,37.783333,128.533333
Camellia japonica,31.933333,130.85
Acer palmatum,34.333333,134.05
Thuja plicata,49.766667,-119.166667
Acer pensylvanicum,46.133333,-81.416667
Asimina triloba,42.05,-82.733333
Juniperus horizontalis,45.166667,-81.583333
Lindera benzoin,41.606111,-81.298333
Ptelea trifoliata,41.816667,-82.65
Juglans cinerea,42.566667,-81.566667
Hamamelis virginiana,39.533333,-77.477222
Torreya californica,39.083333,-122.516667
Hamamelis virginiana,42.1,-83.516667
Parnassia palustris,61.433333,25.4
Parnassia palustris,61.116667,21.866667
Sorbus aucuparia,61.1,21.783333
Parnassia palustris,23.272778,120.916667
Torreya taxifolia,30.497222,-84.979167
Torreya taxifolia,30.575,-84.930556
Torreya taxifolia,30.575,-84.930556
Torreya taxifolia,30.575,-84.930556
Torreya taxifolia,30.575,-84.930556
Torreya taxifolia,30.497222,-84.979167
Torreya taxifolia,30.575,-84.930556
Lonicera alpigena,46.482972,14.798139
Parnassia palustris,46.484889,14.961222
Convallaria majalis,46.165889,14.005444
Sorbus aucuparia,46.164722,13.990833
Viburnum lantana,46.013472,15.274417
Sorbus aucuparia,48.567222,87.104167
Cornus amomum,38.40325,-79.862944
Fraxinus americana,35.490194,-82.360639
Cornus amomum,38.40325,-79.862944
Cornus amomum,38.40325,-79.862944
Sequoia sempervirens,36.989944,-121.906389
Cornus nuttallii,42.815222,-122.4815
Cornus nuttallii,42.815056,-122.4815
Halerpestes cymbalaria,-22.656028,-68.231861
Monarda fistulosa,42.796667,-84.380833
Ilex verticillata,44.4332,-74.2978
Acer pensylvanicum,44.4352,-74.2956
Acer spicatum,44.3551,-74.207214
Ginkgo biloba,36.75,51.5
Cornus canadensis,36.811722,139.375389
Cornus canadensis,40.647694,140.85225
Cornus kousa,37.592944,140.323139
Cercidiphyllum japonicum,40.136528,141.351361
Viburnum furcatum,36.247639,136.762861
Viburnum furcatum,40.699667,141.006056
Pachysandra terminalis,42.715,141.572278
Viburnum furcatum,40.648361,140.852611
Aesculus turbinata,40.68725,141.020583
Aesculus turbinata,36.251361,136.762472
Juglans ailanthifolia,39.933056,141.559889
Nyssa sylvatica,34.967611,-77.008278
Juglans nigra,38.914111,-79.768111
Aesculus flava,37.609639,-80.776806
Juglans nigra,38.650667,-80.004611
Nyssa aquatica,37.125194,-89.335056
Acer palmatum,36.233056,136.785306
Acer palmatum,42.433528,142.489722
Syringa reticulata,42.451056,142.486306
Viburnum lantana,44.528889,15.144028
Zelkova serrata,40.142222,141.346722
Digitalis purpurea,35.135833,-5.085833
Rosa acicularis,40.637944,140.69175
Spiraea salicifolia,42.539556,141.954861
Spiraea betulifolia,40.704361,140.997417
Sorbus aucuparia,28.096389,85.375833
Cornus alternifolia,35.38825,-83.123639
Caulophyllum thalictroides,35.431611,-82.234556
Chionanthus virginicus,35.176083,-82.560861
Liatris spicata,35.211361,-82.568778
Hamamelis virginiana,35.431639,-82.234556
Cornus alternifolia,35.421139,-82.749583
Sorbus aucuparia,57.166667,-4.6
Clintonia borealis,35.421139,-82.749583
Sorbus americana,35.421139,-82.749583
Cornus alternifolia,35.321111,-82.846944
Nyssa sylvatica,35.0325,-83.014056
Asimina triloba,35.3365,-81.064028
Cornus amomum,35.3365,-81.064028
Sorbus aucuparia,41.2405,41.597167
Prunus laurocerasus,41.177556,41.709611
Thuja plicata,50.9,-80.45
Viburnum lentago,42.716667,-81.833333
Nyssa sylvatica,35.460722,-82.632172
Sorbus americana,35.70725,-82.250556
Acer saccharinum,35.219139,-83.809944
Aesculus flava,35.318028,-83.528278
Liatris spicata,36.398306,-81.549556
Liatris spicata,36.393889,-81.554333
Sorbus americana,36.105639,-82.10175
Aesculus flava,34.984417,-83.443306
Torreya taxifolia,30.528056,-84.963611
Torreya taxifolia,30.711111,-84.848611
Torreya taxifolia,30.6375,-84.801944
Torreya taxifolia,30.6375,-84.801944
Torreya taxifolia,30.575,-84.930556
Torreya taxifolia,30.547222,-84.919444
Torreya taxifolia,30.501389,-84.977778
Torreya taxifolia,30.497222,-84.979167
Torreya taxifolia,30.538889,-84.966667
Torreya taxifolia,30.501389,-84.979722
Torreya taxifolia,30.4625,-84.975
Torreya taxifolia,30.711111,-84.848611
Torreya taxifolia,30.627778,-84.8375
Spiraea salicifolia,25.974444,98.7
Caulophyllum thalictroides,35.032667,-83.014806
Pyrus communis,44.499167,34.068086
Taxodium distichum,23,-105
Cercidiphyllum japonicum,36.885389,138.742583
Zelkova serrata,36.910611,138.772722
Parnassia palustris,36.86175,138.721944
Camellia japonica,37.0355,138.740778
Acer palmatum,37.782917,139.138583
Impatiens capensis,22.349722,103.774267
Acer pensylvanicum,37.833333,-79.166667
Acer pensylvanicum,37.75,-79.5
Acer spicatum,37.833333,-79.166667
Rosa palustris,38.083333,-79.083333
Lonicera alpigena,42.557667,19.713778
Nyssa sylvatica,42.566667,-81.633333
Nyssa sylvatica,42.85,-80.433333
Veratrum californicum,40.357361,-121.502167
Veratrum californicum,39.177861,-120.376778
Acer macrophyllum,40.363806,-121.51
Iris missouriensis,39.856778,-120.101917
Delphinium glaucum,39.179889,-120.378639
Cornus nuttallii,39.107139,-120.4315
Acer macrophyllum,36.94825,-121.676194
Holodiscus discolor,36.961917,-121.671972
Sequoia sempervirens,36.873333,-121.663889
Juglans ailanthifolia,39.576806,140.908778
Sorbus aucuparia,41.707433,43.398383
Acer carpinifolium,35.508028,137.599333
Cercidiphyllum japonicum,35.789444,137.6905
Skimmia japonica,36.075819,136.4475
Cercidiphyllum japonicum,36.163319,136.4243
Zelkova serrata,36.163319,136.4243
Viburnum furcatum,36.48485,138.47745
Acer palmatum,36.48485,138.47745
Skimmia japonica,36.491039,138.476619
Cornus kousa,36.28345,138.524939
Liquidambar styraciflua,35.178528,-84.337194
Sorbus americana,35.770528,-82.2635
Skimmia japonica,35.007428,137.3485
Lonicera caerulea,50.333417,87.650583
Cornus kousa,37.611139,139.458667
Lonicera alpigena,37.702333,139.471972
Juglans ailanthifolia,37.702333,139.471972
Acer palmatum,39.660583,140.996361
Aesculus turbinata,40.477222,140.830278
Parnassia palustris,40.700306,141.018083
Skimmia japonica,40.700306,141.018083
Viburnum furcatum,40.647667,140.854833
Acer palmatum,40.647667,140.854833
Viburnum dentatum,30.083333,-95.333333
Acer palmatum,37.423219,139.246369
Pterocarya rhoifolia,37.345689,139.26245
Bidens tripartita,29.5,110.333333
Pterostyrax hispidus,35.298089,139.05112
Acer palmatum,35.293769,139.05021
Acer carpinifolium,35.291439,139.0447
Juglans ailanthifolia,35.244839,138.5154
Aesculus turbinata,35.244739,138.51848
Camellia japonica,37.423689,139.23546
Acer carpinifolium,35.297108,139.0462
Ginkgo biloba,29.5,103.333333
Ginkgo biloba,25.144508,102.741422
Ginkgo biloba,25.140822,109.742072
Nandina domestica,27.25,112.683333
Sorbus aucuparia,50.183333,17.2
Spiraea betulifolia,54.483333,159.983333
Cornus nuttallii,50.166667,-123.5
Acer circinatum,49.783333,-123.116667
Acer macrophyllum,49.8,-123.133333
Spiraea betulifolia,54.483333,159.983333
Sequoia sempervirens,40.873667,-124.0785
Aconitum columbianum,41.387361,-122.534361
Allium validum,41.930556,-123.544222
Veratrum californicum,41.930556,-123.544222
Cornus sericea,42.022111,-123.461083
Delphinium glaucum,42.022111,-123.461083
Acer macrophyllum,42.010444,-123.472222
Cornus nuttallii,42.941944,-123.493889
Physocarpus capitatus,41.977694,-123.262722
Veratrum californicum,41.977694,-123.262722
Prunus nigra,42.733028,-122.604778
Holodiscus discolor,42.028639,-123.763194
Holodiscus discolor,42.731028,-122.605333
Acer circinatum,42.731028,-122.605333
Cornus nuttallii,42.731028,-122.605333
Umbellularia californica,42.352972,-123.632333
Trifolium repens,44.098333,7.186306
Lonicera maackii,43.169361,132.673833
Cornus canadensis,44.941917,136.546028
Spiraea salicifolia,44.952056,136.547944
Sorbaria sorbifolia,44.952056,136.547944
Rosa acicularis,45.123333,135.860194
Acer macrophyllum,49.25,-123.166667
Sorbaria sorbifolia,45.016667,141.733333
Spiraea salicifolia,43.433333,144.133333
Cercidiphyllum japonicum,44.833333,142.083333
Cercidiphyllum japonicum,43.366667,142.383333
Acer palmatum,43.366667,142.383333
Rubus chamaemorus,65.35,16.716667
Prunus padus,63.833333,20.116667
Sorbus aucuparia,67.166667,20.666667
Viburnum furcatum,34.259639,136.048917
Acer palmatum,34.259639,136.048917
Skimmia japonica,34.386306,132.316722
Acer palmatum,34.261056,136.098444
Acer palmatum,34.259639,136.048917
Deutzia gracilis,35.964889,138.692306
